id,value
id_0,4.340896212488298
id_1,16.38360169777672
id_2,24.10547514368016
id_3,7.5857285340545415
id_4,27.699284161039287
id_5,20.992712636731216
id_6,22.900947688233643
id_7,30.864115186150322
id_8,17.41249114337783
id_9,57.02163407592951
id_10,14.3326446545681
id_11,10.410080637485535
id_12,60.66656425648729
id_13,52.07171235059832
id_14,21.84906986018344
id_15,11.138577085476445
id_16,31.384321466949476
id_17,68.6660245473479
id_18,-0.13314193357261694
id_19,16.56233448693456
id_20,42.15268560140332
id_21,71.00909847237968
id_22,9.173534058960275
id_23,18.76835090099248
id_24,14.378968963947443
id_25,38.67158991624055
id_26,14.003768864309363
id_27,73.70673371408279
id_28,7.245869939445863
id_29,55.57217381611807
id_30,22.044936203821308
id_31,8.018452210610475
id_32,3.4823596093361218
id_33,21.7588682332928
id_34,30.70732366898243
id_35,36.56171448910004
id_36,42.48063204766578
id_37,30.21596128481523
id_38,43.523640462457664
id_39,35.76546821151618
id_40,7.246860791946274
id_41,39.911514534602475
id_42,32.00286035884817
id_43,49.95611398971378
id_44,15.268913026734399
id_45,35.90083121353949
id_46,24.5325841389389
id_47,10.28791614392623
id_48,22.902965954827987
id_49,32.688619359263676
id_50,20.490003173805412
id_51,9.159983354449835
id_52,21.915845220446467
id_53,53.49223379465664
id_54,15.473249663137016
id_55,35.3089450413171
id_56,31.976130773000737
id_57,23.616358299357238
id_58,58.172981107747184
id_59,21.1215078324865
id_60,15.977963933924777
id_61,42.46290391634421
id_62,12.493595743015456
id_63,50.04802448560191
id_64,15.485828242403088
id_65,16.05703199169345
id_66,13.99317984247704
id_67,0.24979470270046866
id_68,42.93272009934029
id_69,31.819044728481728
id_70,20.582219722146515
id_71,38.21765309705914
id_72,58.95399138382323
id_73,4.973962841304678
id_74,17.305651146962603
id_75,5.923976526027408
id_76,38.92263555860435
id_77,15.158168245109533
id_78,23.97422442234189
id_79,22.777706810916506
id_80,25.318112499700444
id_81,38.41650845994313
id_82,22.962273173604547
id_83,90.44518898905562
id_84,35.55681873447155
id_85,25.871391870277577
id_86,23.089099312930387
id_87,30.296042543138707
id_88,24.51861983670047
id_89,22.522754822941476
id_90,29.374266489924043
id_91,40.606716306059944
id_92,4.797411992693994
id_93,37.77141137233479
id_94,45.90042651135306
id_95,15.502213505868529
id_96,34.203300053035285
id_97,11.923974138954806
id_98,25.15203971831219
id_99,3.42541294005534
id_100,18.910965193278322
id_101,28.976172582779903
id_102,13.153881673605355
id_103,15.98004995768468
id_104,22.721458476907223
id_105,38.977368425270306
id_106,29.536051923353007
id_107,7.496338352495737
id_108,9.017285173013665
id_109,78.29633228022612
id_110,46.0845356946498
id_111,14.716920470511095
id_112,27.787532714279948
id_113,15.195884765112734
id_114,14.365238915788122
id_115,25.088178848044397
id_116,24.7079743272135
id_117,9.675508304415429
id_118,18.1284979173578
id_119,19.209765258723394
id_120,81.60404751639548
id_121,25.176324448644735
id_122,34.09732508824396
id_123,24.495245272139623
id_124,8.361144259431713
id_125,41.93013256632122
id_126,10.579581512583264
id_127,19.338446178774703
id_128,28.559956399228064
id_129,62.971062997505506
id_130,22.327514832585322
id_131,22.798674520013712
id_132,58.45002523420859
id_133,14.627899897550167
id_134,14.489354416248132
id_135,2.181532718389281
id_136,11.534134523890204
id_137,58.39641134867263
id_138,18.16903604372221
id_139,5.951156924799436
id_140,26.551555145157444
id_141,25.700249262600128
id_142,43.76029254428607
id_143,30.5063894903094
id_144,17.687882156477663
id_145,26.187811889200155
id_146,10.506475350020677
id_147,51.353373123162896
id_148,22.66819314880997
id_149,38.573730844395676
id_150,9.191590651442691
