id,value
id_0,7.338785997060052
id_1,17.886788359996018
id_2,23.52835495340877
id_3,6.097541897265444
id_4,26.462382035990323
id_5,21.564383999900716
id_6,23.53965875443138
id_7,29.183442647688608
id_8,16.42933219361823
id_9,59.34476710638482
id_10,11.128944305509759
id_11,9.39315121333981
id_12,64.06277646676824
id_13,51.67721015453039
id_14,21.980477734193467
id_15,12.403902437686115
id_16,31.974803677599915
id_17,70.82088117850297
id_18,1.0954445257402519
id_19,17.209179828393626
id_20,41.39317242077357
id_21,73.29385592420205
id_22,9.511233768112303
id_23,18.494061085105084
id_24,14.071897334507742
id_25,37.900917899921495
id_26,14.096559448533462
id_27,69.72889192122517
id_28,7.930665511455867
id_29,55.462321204604166
id_30,23.986475626862074
id_31,8.863736471414843
id_32,3.7785458877984546
id_33,17.643683622153205
id_34,27.711555269622966
id_35,37.2144871488837
id_36,43.905477723720914
id_37,29.591909890139682
id_38,41.27532189158431
id_39,34.66292243539698
id_40,7.21932909972316
id_41,41.14217740715716
id_42,29.653267749390025
id_43,51.415118829629705
id_44,17.049823440745314
id_45,36.78950033200082
id_46,24.141635357620338
id_47,10.571844162479497
id_48,25.76043677805212
id_49,31.46942053605568
id_50,17.558006034631056
id_51,8.975036981868064
id_52,18.8758657214864
id_53,53.49780492341684
id_54,15.163150555068848
id_55,35.91559653497633
id_56,32.41214959558754
id_57,21.354757528981512
id_58,58.072476226886906
id_59,23.928718776022937
id_60,13.22323310112744
id_61,43.260953545027846
id_62,13.512374115319103
id_63,49.33362006713221
id_64,14.355729131446115
id_65,16.155208910352947
id_66,15.533930555992224
id_67,-0.4552857116149269
id_68,42.46185803469302
id_69,28.306711485205373
id_70,21.241296222669767
id_71,41.46415924937041
id_72,60.61606647904827
id_73,6.171709460309504
id_74,16.364234777116486
id_75,5.083998970596319
id_76,38.05999680447122
id_77,13.543928296774956
id_78,21.50519312965672
id_79,21.236160621555687
id_80,24.06740109892697
id_81,37.85796596027793
id_82,22.169771926844184
id_83,94.47335398491248
id_84,36.3560487070923
id_85,27.479330877267614
id_86,20.323299472353938
id_87,33.75987904867286
id_88,22.909423385692406
id_89,20.421033439058146
id_90,28.09282466952738
id_91,41.26438941429558
id_92,5.194428068430419
id_93,39.56795125910058
id_94,47.51168325045167
id_95,17.65451112814933
id_96,32.41003287608042
id_97,12.65124423861762
id_98,23.879304255537537
id_99,5.778169994418603
id_100,18.02103906670456
id_101,27.88684454251703
id_102,14.566897035754288
id_103,15.687871758010417
id_104,23.71171443596404
id_105,39.11180530630976
id_106,30.611077009769296
id_107,7.847343623678695
id_108,7.106554949887563
id_109,80.41857784154827
id_110,47.694984197022634
id_111,16.998677115421355
id_112,27.64069006584531
id_113,13.999070598711914
id_114,13.112025553024225
id_115,25.35386459556031
id_116,25.891587152579973
id_117,10.45187141380068
id_118,18.476676800411127
id_119,18.853543163883277
id_120,85.3781545298123
id_121,23.238192540461153
id_122,36.26306123514577
id_123,24.17512547971689
id_124,7.1306972503374055
id_125,39.93720011487636
id_126,10.082023558370757
id_127,20.89412146819139
id_128,28.866950011015795
id_129,63.84513233202841
id_130,21.616458204951172
id_131,24.016554368186878
id_132,56.95185000496926
id_133,14.746564995183341
id_134,13.269163231668257
id_135,3.5555606685269368
id_136,12.806350233749969
id_137,58.959026908318975
id_138,19.909109748493762
id_139,4.66743735217716
id_140,26.760145626795314
id_141,24.98207130066838
id_142,44.76334942213285
id_143,29.313603184593077
id_144,17.379245212460894
id_145,25.352012214704203
id_146,10.799797698019328
id_147,49.80249456334369
id_148,21.95493556310398
id_149,39.34600077304877
id_150,10.99327132665131
id_151,8.030199173669947
id_152,24.119785425199964
id_153,5.560302980098719
id_154,17.54167665364787
id_155,42.46420705785785
id_156,8.379802524543669
id_157,36.79098388349672
id_158,12.42906055911306
id_159,17.903778253691147
id_160,40.33060035579474
id_161,19.091979295962027
id_162,13.055360368541447
id_163,7.588955220932515
id_164,52.025980420927155
id_165,29.103184724224086
id_166,-0.018500424620793154
id_167,15.959149148058923
id_168,61.50543600370932
id_169,13.729052936730662
id_170,65.20077594573868
id_171,37.82200583485994
id_172,27.561756601261663
id_173,19.633534872837668
id_174,62.206187584542235
id_175,23.733087031120697
id_176,21.25191258844972
id_177,38.179494946579354
id_178,11.8396001632049
id_179,30.247849781217134
id_180,16.092680044631543
id_181,11.684378642164896
id_182,56.66801316480503
id_183,46.071210585829235
id_184,14.864785609493623
id_185,36.53480541918936
id_186,27.55730238663395
id_187,73.7504214036544
id_188,10.215587018401786
id_189,58.764294750065005
id_190,38.32137799396622
id_191,15.112497370132907
id_192,28.630078352914268
id_193,1.610795088654065
id_194,18.752859591665825
id_195,1.2398653987262023
id_196,35.06353359517772
id_197,10.879781568734604
id_198,19.405437642109277
id_199,62.70689877227534
id_200,24.77567461760394
id_201,24.752979896111732
id_202,65.13724571653361
id_203,11.799164584624897
id_204,8.646374787864747
id_205,11.035851834645655
id_206,6.953398720311132
id_207,2.6112306070111444
id_208,114.58714254131736
id_209,20.91774653953792
id_210,15.692590589875383
id_211,13.739572267408171
id_212,37.27614638506828
id_213,36.40693307622333
id_214,18.806195402043905
id_215,34.46147622386993
id_216,86.83656035700218
id_217,1.3434059614896903
id_218,12.575576969293422
id_219,31.256857893861653
id_220,15.700710562095246
id_221,12.442521598336834
id_222,101.17944539334053
id_223,12.108434553898551
id_224,16.29433774323119
id_225,65.25331957317948
