id,value
id_0,9.72837478872725
id_1,22.20181124506653
id_2,15.342770428329658
id_3,12.454558449926104
id_4,23.14885107384894
id_5,25.067137310749345
id_6,24.028780333415583
id_7,34.050173097904846
id_8,19.29149233839648
id_9,71.62459400891626
id_10,14.71372501488206
id_11,16.127510956371296
id_12,55.1726177129098
id_13,54.47186095675511
id_14,22.40064270827746
id_15,13.77219065694496
id_16,40.7265676349746
id_17,67.45074091758033
id_18,0.9804458119308563
id_19,17.33383361981656
id_20,42.79334079776659
id_21,65.0498142831665
id_22,19.020876020986602
id_23,10.487013944045772
id_24,13.6093412339483
id_25,35.18296638554108
id_26,20.264029783625954
id_27,41.36830679022677
id_28,3.2807732539765198
id_29,54.105908319782614
id_30,6.277514301139856
id_31,12.476385825418411
id_32,12.801931391348214
id_33,14.612384407530815
id_34,26.118044591940038
id_35,35.7070140075359
id_36,42.34321728369
id_37,20.635469682304834
id_38,63.920342937260926
id_39,40.889318878695
id_40,7.253263353939593
id_41,38.41448955275975
id_42,36.398218851862396
id_43,50.85048802461551
id_44,17.078108927526117
id_45,41.14849418218248
id_46,22.33663005953193
id_47,17.092844533161006
id_48,24.658143642503163
id_49,29.167624360014834
id_50,23.87119676317772
id_51,7.570059686541093
id_52,-1.3222665207914126
id_53,52.106678316879304
id_54,20.11227563778752
id_55,32.32591947342824
id_56,39.01343655583616
id_57,15.950444709694796
id_58,53.05286102569056
id_59,23.615604780945745
id_60,23.639204783252918
id_61,37.621632115120136
id_62,18.778819224927908
id_63,45.03808716644397
id_64,11.898338146613819
id_65,17.601776209596
id_66,19.84286032266605
id_67,-5.24450855808395
id_68,39.3351921725185
id_69,39.72153469185079
id_70,16.57758186105879
id_71,44.96139597737008
id_72,59.42212785057933
id_73,15.919900974054638
id_74,19.00780342528235
id_75,2.4421718496163543
id_76,43.1579574423656
id_77,15.96241188868256
id_78,27.610220123056163
id_79,22.56425261247964
id_80,18.593055238314662
id_81,32.9448566577206
id_82,19.361137069226583
id_83,102.58493228394089
id_84,42.831537237183895
id_85,28.62133931405637
id_86,27.0589073274247
id_87,36.10094588974968
id_88,22.592872906277037
id_89,20.143251906022705
id_90,30.438508895608116
id_91,44.712612426674426
id_92,5.954186778421386
id_93,39.930429422718724
id_94,42.9040234169271
id_95,25.694088018158958
id_96,31.53566010829639
id_97,16.69906686419136
id_98,22.53061037765392
id_99,11.712899965707493
id_100,17.01756305925357
id_101,24.110213552394896
id_102,14.862569934274962
id_103,20.060893986816566
id_104,24.233643621270055
id_105,41.11050775583355
id_106,32.53540135521741
id_107,0.4477181632976688
id_108,1.3728997669077216
id_109,81.75143327501412
id_110,50.619587553534366
id_111,17.263153199830775
id_112,24.36635289918648
id_113,14.753771097793805
id_114,9.841652131726088
id_115,29.791549969013808
id_116,30.135485112659605
id_117,14.48820249901418
id_118,-1.736380694473901
id_119,20.703906300379032
id_120,83.11252073292377
id_121,22.801964525205907
id_122,36.098314982034296
id_123,25.119306430799327
id_124,7.50238778205606
id_125,49.27444075984697
id_126,12.683081329381226
id_127,14.740650253983876
id_128,27.566669971745554
id_129,57.71343050131061
id_130,26.863536172764
id_131,24.31604412447773
id_132,57.43198782215333
id_133,13.456073244118084
id_134,9.096875545137962
id_135,4.7292694716958685
id_136,25.065441220286058
id_137,61.95668440112463
id_138,37.90902439950662
id_139,-7.065815444483928
id_140,26.508277857722838
id_141,25.29965002796176
id_142,34.27546754440386
id_143,23.67460432804112
id_144,22.416086587630005
id_145,27.382238620136874
id_146,8.883718928281857
id_147,57.51182988849547
id_148,28.032225287693443
id_149,42.65911216721044
id_150,9.302614535661217
id_151,11.827662461555951
id_152,20.57637948285624
id_153,2.7636910352056923
id_154,12.018348851644337
id_155,34.39870765118019
id_156,6.522083041646987
id_157,34.2493567373899
id_158,7.170305743942727
id_159,23.726004026717725
id_160,45.95634158197879
id_161,24.408875529101376
id_162,8.346726196448374
id_163,10.621360441793597
id_164,48.01449135379043
id_165,31.817229850795535
id_166,-13.41871070958356
id_167,16.212580691485012
id_168,62.23861407122712
id_169,15.71733645815872
id_170,63.29556536923276
id_171,33.63119121818049
id_172,15.490021134365268
id_173,14.19903944634437
id_174,49.2080820147829
id_175,29.405725384398128
id_176,21.618801801290378
id_177,28.181005703697316
id_178,15.289882813171337
id_179,32.40981367922598
id_180,15.937867016110388
id_181,17.552885111585088
id_182,53.9261037067359
id_183,48.936959422335434
id_184,13.609923422318888
id_185,30.12695661556714
id_186,26.696491125141012
id_187,79.30899347923466
id_188,3.835318282843353
id_189,59.58067883950265
id_190,32.9814706483199
id_191,5.785840577133351
id_192,23.15282971798347
id_193,-8.90656790353854
id_194,18.62179622218527
id_195,-0.7429568161288671
id_196,27.600634504187514
id_197,1.676391121387308
id_198,23.74512580894268
id_199,61.609156887497804
id_200,26.616030080117618
id_201,5.545857815898392
id_202,65.12825396491942
id_203,7.599994261018052
id_204,5.122038733168683
id_205,10.83492967189602
id_206,2.026600636363625
id_207,5.507804155681574
id_208,114.4748012987837
id_209,21.864492036971757
id_210,16.04396866712814
id_211,12.121161665776722
id_212,32.75081512125101
id_213,34.62213934851198
id_214,16.75553751094253
id_215,30.750511744698045
id_216,68.16225941118086
id_217,5.449288873018528
id_218,12.358087682202804
id_219,26.230900686974778
id_220,20.34077854120543
id_221,14.579350992668203
id_222,113.52198478963179
id_223,14.096260457492026
id_224,14.608642952103082
id_225,62.6889408282063
id_226,8.40763619269218
id_227,15.951018775795303
id_228,12.889637697332784
id_229,-28.85434358348537
id_230,50.644430350176506
id_231,19.008968826885898
id_232,45.82962480108333
id_233,49.62910321135947
id_234,33.99575197815228
id_235,43.7359904262098
id_236,65.16238510178454
id_237,49.196408631019125
id_238,19.56369564393485
id_239,19.97338428217128
